,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Fiscal Year Ends,Most Recent Quarter,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta (3Y Monthly),52-Week Change,S&P500 52-Week Change,52 Week High,52 Week Low,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Avg Vol (10 day),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,"Shares Short (Jan 31, 2019)","Short Ratio (Jan 31, 2019)","Short % of Float (Jan 31, 2019)","Short % of Shares Outstanding (Jan 31, 2019)","Shares Short (prior month Dec 31, 2018)",Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio,Dividend Date,Ex-Dividend Date,Last Split Factor (new per old),Last Split Date
BHE,1230000000.0,905480000.0,57.33,15.18,1.33,0.48,1.07,0.35,7.51,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0089,0.0268,0.0215,0.0185,2570000000.0,55.39,-0.034,220590000.0,120540000.0,22820000.0,0.49,,458100000.0,10.62,154070000.0,13.61,2.61,26.26,76690000.0,32590000.000000004,1.03,-0.0693,0.027999999999999997,32.53,20.01,24.65,24.12,403730.0,357280.0,43710000.0,40540000.0,0.0095,0.9504,1600000.0,4.32,0.0446,0.0366,1050000.0,0.6,0.0215,0.6,0.0216,,1.2245,2019-01-11 00:00:00,2018-12-28 00:00:00,0.666666666667,2006-04-04 00:00:00
BHF,5090000000.0,9250000000.0,6.01,4.43,0.46,0.57,0.35,1.03,7.95,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0965,0.1279,0.0033,0.0599,8970000000.0,74.73,1.143,3560000000.0,1160000000.0,865000000.0,7.21,1.159,4860000000.0,41.37,9020000000.0,62.28,4.21,122.67,,,,-0.2249,0.027999999999999997,59.01,28.52,36.18,39.25,1420000.0,1570000.0,117530000.0,117320000.0,0.0018,0.9453,5180000.0,4.63,0.0536,0.0436,6170000.0,,,,,,0.0,,,,
BHGE,27510000000.0,15710000000.0,59.07,15.64,0.31,1.2,0.36,0.69,5.66,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0085,0.0563,0.0147,0.0076,22880000000.0,53.97,0.087,3990000000.0,2770000000.0,195000000.0,0.45,3.2260000000000004,3720000000.0,7.96,7230000000.0,20.64,1.66,74.84,1760000000.0,2600000000.0,0.83,-0.0695,0.027999999999999997,37.76,20.09,23.74,27.2,5650000.0,4580000.0,513390000.0,466540000.0,0.0033,1.2497,18920000.0,3.77,0.0506,0.0172,24880000.0,0.72,0.0276,0.72,0.0276,,1.6,2019-02-15 00:00:00,2019-02-01 00:00:00,,
BHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.05,0.06,0.06,25070000.0,55840000.0,,,,,,,,,,,,,,,,,,,
BHK,704390000.0,1020000000.0,,,,13.72,0.93,19.82,,2018-08-31 00:00:00,2018-08-31 00:00:00,-0.105,0.8756,0.0254,-0.0069,51350000.0,0.95,0.045,51350000.0,,-5390000.0,,-0.82,1840000.0,0.03,321760000.0,42.37,0.07,14.08,17230000.0,20850000.0,0.2,0.0023,0.027999999999999997,13.24,12.08,12.82,12.58,166030.0,136800.0,53940000.0,,0.0001,0.3922,,,,,,0.78,0.06,0.78,0.0597,,,2019-01-09 00:00:00,2018-03-14 00:00:00,,
BHLB,1390000000.0,2800000000.0,13.58,10.66,1.14,3.12,0.92,6.32,,2018-12-31 00:00:00,2018-12-31 00:00:00,0.2383,0.3747,0.0089,0.0694,443780000.0,9.64,-0.016,443780000.0,,104850000.0,2.27,,112180000.0,2.49,1520000000.0,,,33.62,,,1.29,-0.1777,0.027999999999999997,44.25,25.77,28.26,34.69,301480.0,288030.0,44980000.0,37680000.0,0.1585,0.7668,3070000.0,11.7,0.0687,0.0675,2800000.0,0.92,0.032,0.88,0.0288,2.59,0.3843,2019-02-28 00:00:00,2019-02-13 00:00:00,,
BHP,195940000000.0,156860000000.0,26.45,,,4.44,2.84,3.55,7.18,2018-06-30 00:00:00,2018-12-31 00:00:00,0.1235,0.3595,0.0923,0.1665,44160000000.0,16.62,0.013000000000000001,35910000000.0,21850000000.0,8840000000.0,2.05,0.868,15590000000.0,5.88,26720000000.0,48.3,2.55,19.1,18390000000.0,5280000000.0,0.43,0.1176,0.027999999999999997,54.44,43.1,49.36,47.8,3000000.0,2050000.0,5320000000.0,2640000000.0,0.0,0.0422,15080000.0,5.85,,0.006,19680000.0,2.52,0.047400000000000005,1.01,0.019,4.52,0.7865,2019-01-30 00:00:00,2019-01-10 00:00:00,0.5,2001-07-13 00:00:00
BHR,454070000.0,1360000000.0,13.04,52.43,4.79,1.13,1.05,3.38,13.95,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0961,0.1051,0.017,0.087,401660000.0,12.62,-0.028999999999999998,124250000.0,97390000.0,31340000.0,0.93,,164020000.0,5.05,985720000.0,187.64,3.33,11.53,76870000.0,60200000.0,1.01,0.3363,0.027999999999999997,12.13,8.32,10.47,10.49,151050.0,137750.0,32510000.0,29650000.0,0.2408,0.0,720580.0,4.5,0.0342,0.0222,640250.0,0.64,0.0546,0.64,0.0541,3.57,0.6337,2019-01-15 00:00:00,2018-12-28 00:00:00,,
BHTG,32570000.0,44160000.0,,,,9.97,,13.51,-9.12,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,-1.621,-0.3965,,3270000.0,0.27,0.6579999999999999,734760.0,-4840000.0,-15220000.0,-1.24,,384400.0,0.03,5800000.0,152.67,0.54,-0.0,-5320000.0,-8770000.0,3.39,-0.4756,0.027999999999999997,5.76,1.6,2.42,2.96,13140.0,6020.0,14800000.0,6630000.0,0.479,0.0169,19260.0,1.12,,0.0013,26010.0,,,,,,0.0,,,,
BHV,25840000.0,41920000.0,,,,14.58,1.08,23.66,,2018-08-31 00:00:00,2018-08-31 00:00:00,-0.0064,0.7647,0.0199,-0.0005,1770000.0,1.11,-0.02,1770000.0,,-11390.0,-0.006999999999999999,-0.672,,,16930000.0,70.54,0.2,14.97,446770.0,1410000.0,-0.3,-0.0037,0.027999999999999997,20.25,13.53,15.473,16.4624,5920.0,3100.0,1600000.0,,0.0019,0.0294,1650.0,0.38,,0.001,2840.0,0.64,0.0409,0.76,0.0471,4.69,,2019-02-01 00:00:00,2019-02-14 00:00:00,,
BHVN,1930000000.0,1620000000.0,,-8.29,,,27.02,,-7.89,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,0.0,-0.6740999999999999,-2.0293,,,,-72860000.0,-204750000.0,-213250000.0,-5.61,,168180000.0,4.17,23000.0,0.04,11.99,1.63,-204490000.0,-137780000.0,,0.4247,0.027999999999999997,45.68,16.5,38.87,36.76,496530.0,345820.0,43680000.0,30460000.0,0.3358,0.8917,2890000.0,6.9,0.1066,0.0653,3100000.0,,,,,,0.0,,,,
BIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
BICK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
BID,1920000000.0,2720000000.0,22.14,15.57,1.5,2.06,4.49,2.92,13.16,2017-12-31 00:00:00,2018-09-30 00:00:00,0.107,0.1978,0.0525,0.2049,930810000.0,17.93,-0.33799999999999997,389080000.0,206520000.0,98170000.0,1.87,,156280000.0,3.19,869030000.0,192.06,1.24,9.23,184340000.0,156310000.0,1.09,-0.134,0.027999999999999997,60.16,35.62,40.18,42.71,516730.0,326520.0,46350000.0,41450000.0,0.0106,1.2031999999999998,7630000.0,14.97,0.3104,0.1647,8260000.0,,,0.1,0.0024,,0.0,2015-12-15 00:00:00,2015-11-27 00:00:00,0.5,1989-07-18 00:00:00
BIDU,59670000000.0,60110000000.0,13.34,16.88,44.93,,2.46,,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.2994,0.0,0.0472,0.1836,,,0.18,47930000000.0,,,12.83,0.5589999999999999,,,,28.49,2.66,69.64,,,1.2,-0.3084,0.027999999999999997,284.22,153.78,167.84,192.31,2830000.0,2720000.0,348560000.0,275130000.0,0.001,0.8306999999999999,5960000.0,2.26,,0.0197,5470000.0,,,,,,0.0,,,0.1,2010-05-12 00:00:00
BIF,1150000000.0,1140000000.0,12.08,,,43.27,0.81,43.1,,2018-11-30 00:00:00,2018-11-30 00:00:00,3.5724,0.3715,0.0044,0.0684,26480000.0,0.25,0.878,26480000.0,,94580000.0,0.895,-0.377,,,,,1.23,13.32,,,0.91,-0.0146,0.027999999999999997,11.4,9.45,10.554,10.775,224650.0,122430.0,105920000.0,,0.4306,0.1459,,,,,,0.41,0.0382,0.37,0.0346,,0.2536,2019-01-31 00:00:00,2018-08-22 00:00:00,,
BIG,1310000000.0,1850000000.0,8.81,8.88,-2.04,0.25,2.2,0.35,5.33,2018-02-03 00:00:00,2018-11-03 00:00:00,0.0291,0.0451,0.07490000000000001,0.2653,5290000000.0,128.16,0.036000000000000004,2140000000.0,347740000.0,153680000.0,3.7,,61940000.0,1.55,619640000.0,104.54,1.71,14.8,261720000.00000003,-108180000.0,2.17,-0.423,0.027999999999999997,58.48,26.21,31.37,38.83,1430000.0,1030000.0,40050000.0,39640000.0,0.0118,1.0895,6340000.0,5.94,0.1926,0.1583,7920000.0,1.2,0.0371,1.15,0.0355,,0.3177,2018-12-28 00:00:00,2018-12-13 00:00:00,0.8,1997-06-25 00:00:00
BIIB,65930000000.000015,67870000000.000015,15.53,11.44,2.37,4.9,5.07,5.05,9.66,2018-12-31 00:00:00,2018-12-31 00:00:00,0.3294,0.4739,0.1628,0.3491,13450000000.0,65.66,0.066,11640000000.0,7030000000.0,4430000000.0,21.58,,3540000000.0,17.99,5940000000.0,45.56,2.32,66.12,6190000000.0,3810000000.0,1.74,0.1692,0.027999999999999997,388.67,249.17,327.97,328.54,1310000.0,1200000.0,196710000.0,196400000.0,0.0045000000000000005,0.9361,2850000.0,2.2,0.013500000000000002,0.0144,3810000.0,,,,,,0.0,,,0.333333333333,2001-01-18 00:00:00
BILI,5100000000.0,4950000000.0,,-130.79,,,6.84,,,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.1499,0.0,-0.0568,-0.1552,,,0.483,549210000.0,,,-0.83,,,,,,1.81,2.68,,,,?%,0.027999999999999997,22.7,9.09,16.66,14.1,4280000.0,4250000.0,278480000.0,96640000.0,0.0,0.2412,14360000.0,2.94,,0.0429,15230000.0,,,,,,0.0,,,,
BIMI,56720000.0,57160000.0,,,,8.77,2.38,8.84,-37.87,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.4522,-0.392,-0.0414,-0.1152,6470000.0,0.88,-0.034,916510.0,-1510000.0,-2920000.0,-0.4,,201750.0,0.03,5830000.0,24.4,1.25,3.15,-319730.0,1140000.0,-2.18,?%,0.027999999999999997,8.0,5.1,6.22,6.22,61980.0,59650.0,7570000.0,1340000.0,0.9338,0.0092,,,,,,,,,,,0.0,,,,
BIO,8109999999.999998,7680000000.0,6.45,39.93,1.28,3.54,1.67,3.35,22.16,2017-12-31 00:00:00,2018-09-30 00:00:00,0.5566,0.0873,0.023,0.3296,2290000000.0,76.96,0.021,1200000000.0,346600000.0,1280000000.0,42.26,11.205,860570000.0,28.72,440580000.0,8.99,4.49,163.55,249600000.0,169140000.0,1.36,0.0886,0.027999999999999997,345.15,220.05,244.07,275.64,220350.0,314150.0,24860000.0,21090000.0,0.1454,0.7903,536700.0,2.4,0.0254,0.0179,501840.0,,,,,,0.0,,,0.5,2002-03-08 00:00:00
BIOC,12300000.0,-3150000.0,,-0.18,0.0,3.63,0.45,-0.93,0.14,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,-7.0547,-1.1631,-3.7371,3390000.0,1.69,-0.315,-4280000.0,-23130000.0,-24860000.0,-12.4,,8960000.0,2.2,1710000.0,19.12,2.62,2.27,-22690000.0,-14730000.0,3.59,-0.8798,0.027999999999999997,12.3,0.66,1.56,2.13,2380000.0,1190000.0,12060000.0,4050000.0,0.002,0.1098,1960000.0,0.49,0.8708,0.415,1250000.0,,,,,,0.0,,,30.0,2018-07-10 00:00:00
BIOL,45030000.0,43720000.0,,-4.36,-0.15,0.98,2.76,0.96,-2.49,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.4031,-0.4064,-0.3245,-0.9834,45740000.0,2.34,0.012,15130000.0,-17560000.0,-18440000.0,-0.94,,2240000.0,0.11,1550000.0,9.49,1.62,0.79,-14850000.0,-7880000.0,3.76,0.0,0.027999999999999997,2.98,0.91,1.53,1.5,56330.0,131580.0,20650000.0,11400000.0,0.3126,0.3564,426240.0,13.36,0.0449,0.0206,422180.0,,,,,,0.0,,2005-06-24 00:00:00,5.0,2018-05-11 00:00:00
BIOS,460950000.0,1030000000.0,,-17.14,-0.95,0.65,,1.46,22.07,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0541,0.0307,0.0232,,707920000.0,5.54,-0.08900000000000001,269240000.0,46780000.0,-48800000.0,-0.38,,18940000.0,0.15,498850000.0,,1.79,-0.99,-11580000.0,-4470000.0,0.16,0.2308,0.027999999999999997,4.14,2.31,3.65,3.28,950090.0,450700.0,128040000.0,107020000.0,0.0087,0.8362999999999999,8660000.0,12.51,0.0909,0.0676,9240000.0,,,,,,0.0,,,,
BIP,16290000000.0,35850000000.0,59.55,18.67,1.48,3.5,2.5,7.71,16.14,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0413,0.3052,0.0269,0.0573,4650000000.0,16.8,0.451,2440000000.0,2220000000.0,192000000.0,0.69,0.083,540000000.0,1.95,15110000000.0,102.99,,16.52,1360000000.0,,0.79,0.0069,0.027999999999999997,42.31,32.26,38.38,38.77,366750.0,352000.0,277350000.0,271030000.0,0.0104,0.5089,2400000.0,7.02,,0.0087,2450000.0,2.01,0.05,1.88,0.0463,4.63,3.1864,2019-03-29 00:00:00,2018-11-29 00:00:00,0.666666666667,2016-09-15 00:00:00
BIQI,24580000.0,-33140000.0,,,,0.93,0.28,-1.25,-12.49,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0873,-0.0196,-0.0035,-0.0262,26430000.0,3.3,-0.159,4250000.0,2650000.0,-2310000.0,-0.29,,61410000.0,6.12,2080000.0,2.38,19.55,8.71,3070000.0,3080000.0,5.77,?%,0.027999999999999997,3.02,1.76,2.63,2.63,36630.0,16670.0,10030000.0,5310000.0,0.4713000000000001,0.0195,10160.0,0.08,0.0021,0.0013,,,,,,,0.0,,,,
BIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIT,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.5,-0.0604,0.027999999999999997,17.75,14.79,16.18,16.56,170840.0,131050.0,,,0.4432,0.0,26930.0,0.17,,0.0007000000000000001,208460.0,1.4,0.0851,,,,5.6028,2019-01-09 00:00:00,2019-02-14 00:00:00,,
BITA,1320000000.0,1250000000.0,,11.16,14.91,,0.43,,,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0891,0.0,-0.0097,-0.062,,,0.162,5520000000.0,,,-1.96,,,,,157.34,1.15,42.96,,,-0.42,-0.4168,0.027999999999999997,32.59,15.61,19.04,20.11,1050000.0,584470.0,71420000.0,8480000.0,0.2523,0.3788,8119999.999999999,8.34,,0.1116,10410000.0,,,,,,0.0,,,,
BJ,3630000000.0,5450000000.0,23.0,18.03,0.5,0.28,,0.41,10.59,2018-02-03 00:00:00,2018-11-03 00:00:00,0.0099,0.0267,,,13150000000.0,125.52,0.045,2240000000.0,514470000.0,131450000.0,1.15,1.39,31500000.0,0.23,1940000000.0,,0.84,-1.88,360620000.0,,,?%,0.027999999999999997,32.92,19.31,25.16,24.88,1380000.0,1150000.0,136840000.0,75690000.0,0.018000000000000002,1.0256999999999998,9250000.0,7.39,0.2399,0.0676,9050000.0,,,,,,0.0,,,,
BJRI,1090000000.0,1190000000.0,17.2,20.58,1.02,0.99,3.49,1.08,9.26,2018-01-02 00:00:00,2018-10-02 00:00:00,0.057999999999999996,0.0529,0.0531,0.2282,1100000000.0,52.76,0.094,171990000.0,128210000.0,63610000.0,2.98,2.565,25630000.0,1.2,95000000.0,30.42,0.49,14.69,132970000.0,67000000.0,0.33,0.3388,0.027999999999999997,76.5,37.15,52.48,61.27,502640.0,628130.0,21290000.0,21080000.0,0.0108,1.2774,3880000.0,8.79,0.21850000000000008,0.1823,4330000.0,0.48,0.0089,0.45,0.0087,,0.1486,2018-11-26 00:00:00,2018-11-08 00:00:00,,
BK,51210000000.0,-18860000000.0,13.2,11.52,1.32,3.12,1.38,-1.15,,2018-12-31 00:00:00,2018-12-31 00:00:00,0.2601,0.3275,0.0116,0.10300000000000001,16399999999.999996,16.35,0.073,16400000000.0,,4070000000.000001,4.04,-0.25,141830000000.0,147.67,68300000000.0,,,38.62,,,0.9,-0.0521,0.027999999999999997,58.67,43.67,51.08,50.2,6170000.0,3900000.0,960430000.0,877730000.0,0.0,0.0,20490000.0,3.74,0.0207,0.0213,19030000.0,1.12,0.0211,1.04,0.0196,1.71,0.2796,2019-02-08 00:00:00,2019-01-25 00:00:00,1.05999576002,2007-07-02 00:00:00
BKCC,440720000.0,663640000.0,17.13,8.78,3.14,5.03,0.83,7.58,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.3039,0.7511,0.0497,0.0473,87550000.0,1.21,-0.077,97330000.0,,26610000.0,0.37,,4460000.0,0.06,232960000.0,42.89,0.89,7.66,79890000.0,34060000.0,0.77,0.1163,0.027999999999999997,6.53,5.06,6.07,5.95,364560.0,213550.0,69730000.0,,0.0068000000000000005,0.3619,480740.0,1.4,0.0067,0.0069,285120.0,0.72,0.1154,0.72,0.1154,10.75,1.9459,2019-01-08 00:00:00,2018-12-17 00:00:00,,
BKCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKD,1350000000.0,5410000000.0,,-6.66,-0.59,0.38,1.33,1.54,10.14,2018-12-31 00:00:00,2018-12-31 00:00:00,-0.15,0.0246,0.0077,-0.4146,3520000000.0,18.78,-0.109,1070000000.0,534180000.0,-528260000.0,-2.82,7.736000000000001,413120000.0,2.21,4510000000.0,443.3,1.0,5.46,203960000.0,-147650000.0,2.05,0.0097,0.027999999999999997,10.1,6.08,7.77,8.43,2020000.0,3110000.0,186600000.0,160870000.0,0.0219,1.0191,11030000.0,7.92,0.0595,0.0587,14730000.0,,,,,,0.0,2008-10-17 00:00:00,2008-10-08 00:00:00,1.2,2015-04-08 00:00:00
BKE,885340000.0,656500000.0,9.25,9.68,-0.9,0.98,2.14,0.73,4.15,2018-02-03 00:00:00,2018-11-03 00:00:00,0.107,0.1445,0.1421,0.2248,902260000.0,18.65,-0.040999999999999995,451310000.0,158320000.0,96510000.0,1.98,0.028999999999999998,223520000.0,4.62,,,3.89,8.53,109720000.0,87790000.0,0.46,-0.152,0.027999999999999997,29.65,16.85,18.06,21.01,530980.0,356830.0,48380000.0,27670000.0,0.4198,0.7337,10060000.0,20.17,0.4741,0.2052,10420000.0,1.0,0.055,1.0,0.055,3.61,0.5051,2019-01-25 00:00:00,2019-01-10 00:00:00,0.976467141881,2014-01-13 00:00:00
BKEP,83240000.0,-29010000.0,,-20.0,-1.28,0.27,0.19,-0.09,-0.53,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0279,0.0836,0.0441,0.2869,305560000.0,7.64,1.805,49330000.0,55040000.0,-16450000.0,-0.41,-0.75,2050000.0,0.05,271590000.0,512.08,1.09,10.65,36500000.0,-5120000.0,2.87,-0.612,0.027999999999999997,5.15,1.06,1.84,2.06,263480.0,180870.0,40390000.0,29850000.0,0.0985,0.3796,258620.0,0.94,0.01,0.0064,67500.0,0.32,0.1641,0.45,0.23199999999999998,10.93,,2019-02-14 00:00:00,2019-02-01 00:00:00,,
BKEPP,227240000.0,114790000.0,,,,0.74,0.51,0.38,2.09,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0279,0.0836,0.0441,0.2869,305560000.0,7.64,1.805,49330000.0,55040000.0,-16450000.0,-0.41,-0.75,2050000.0,0.05,271590000.0,512.08,1.09,10.65,36500000.0,-5120000.0,0.88,-0.2754,0.027999999999999997,7.78,4.5,5.37,6.04,77930.0,15250.0,,29850000.0,0.0,0.1002,,,,,,0.71,0.13,0.45,0.0818,9.39,,2019-02-14 00:00:00,2019-02-01 00:00:00,,
BKH,4210000000.0,7590000000.0,15.06,19.11,5.58,2.4,2.07,4.33,12.82,2018-12-31 00:00:00,2018-12-31 00:00:00,0.1473,0.2264,,0.1494,1750000000.0,32.25,0.10099999999999999,593400000.0,592230000.0,265300000.0,4.66,0.501,10000000.0,0.17,3320000000.0,172.77,,33.84,,,0.18,0.3724,0.027999999999999997,70.7,50.49,65.88,62.63,416860.0,440520.0,60000000.0,59470000.0,0.0089,0.9139,1960000.0,5.65,0.0596,0.0327,1600000.0,2.02,0.0291,1.93,0.0277,2.99,0.4038,2019-03-01 00:00:00,2019-02-14 00:00:00,0.666666666667,1998-03-11 00:00:00
BKI,7810000000.0,9030000000.0,45.88,23.04,1.51,7.01,4.31,8.1,18.48,2018-12-31 00:00:00,2018-12-31 00:00:00,0.1513,0.2438,0.04650000000000002,0.0964,1110000000.0,7.55,0.067,,488600000.0,168500000.0,1.14,-0.7090000000000001,20300000.0,0.14,1340000000.0,74.82,1.11,12.14,435500000.0,339540000.0,0.67,0.1063,0.027999999999999997,56.45,42.3,48.65,49.16,860750.0,1170000.0,149400000.0,140490000.0,0.1553,0.0,2320000.0,3.71,0.0216,0.0156,3720000.0,,,,,,0.0,,,,
BKJ,98490000.0,38260000.0,23.0,,,3.83,1.12,1.49,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.1619,0.3009,0.004699999999999999,0.0487,25740000.0,3.63,0.064,25080000.0,,4170000.0,0.59,0.306,86830000.0,11.9,28350000.0,,,12.02,8500000.0,,0.98,-0.1656,0.027999999999999997,17.95,12.49,13.38,15.12,3150.0,6450.0,7300000.0,4850000.0,0.2732,0.1073,11660.0,3.25,0.0023,0.0016,11320.0,,,0.0,0.0,,0.0,2017-12-27 00:00:00,2017-12-18 00:00:00,0.952380952381,2018-07-13 00:00:00
BKK,302330000.0,300920000.0,,,,29.42,0.99,29.28,,2018-04-30 00:00:00,2018-10-31 00:00:00,-0.1089,0.8191,0.0167,-0.0036,10280000.0,0.51,-0.09,10780000.0,,-1120000.0,-0.06,-0.752,,,,,5.45,15.08,,,0.07,-0.0138,0.027999999999999997,15.4,14.68,14.9,14.86,73210.0,62330.0,20240000.0,,0.0,0.1238,,,,,,0.38,0.0256,0.43,0.0289,,,2019-04-30 00:00:00,2018-04-13 00:00:00,,
BKN,240950000.0,411210000.0,,,,12.96,0.94,22.12,,2018-04-30 00:00:00,2018-10-31 00:00:00,-0.1565,0.8686,0.0232,-0.011000000000000001,18590000.0,1.08,0.037000000000000005,18250000.0,,-2910000.0,-0.17,,41100.0,0.0,173580000.0,68.04,0.11,14.84,941570.0,14350000.0,0.2,0.0189,0.027999999999999997,14.45,12.72,13.79,13.49,50260.0,40930.0,17190000.0,,0.0001,0.1769,,,,,,0.68,0.0493,0.7,0.0502,,,2019-02-01 00:00:00,2018-03-14 00:00:00,,
BKNG,89240000000.0,91250000000.0,33.61,19.05,1.31,6.32,9.02,6.46,16.22,2017-12-31 00:00:00,2018-09-30 00:00:00,0.1981,0.3692,0.12990000000000002,0.245,14120000000.0,293.6,0.094,12420000000.0,5630000000.0,2800000000.0,57.3,0.027000000000000003,7130000000.0,153.92,8710000000.0,87.51,2.41,213.44,5430000000.0,4180000000.0,0.55,0.0311,0.027999999999999997,2228.99,1606.27,1790.37,1849.12,409210.0,291050.0,46330000.0,46220000.0,0.0029,0.9206,1060000.0,2.32,0.0249,0.0228,867800.0,,,,,,0.0,,,6.0,2003-06-16 00:00:00
BKS,463170000.0,729350000.0,,13.47,1.71,0.13,1.11,0.2,5.76,2018-04-28 00:00:00,2018-10-27 00:00:00,-0.036000000000000004,0.0135,0.0145,-0.2767,3580000000.0,49.28,-0.025,1110000000.0,126690000.0,-129130000.0,-1.78,,11190000.0,0.15,278320000.0,66.83,1.18,5.7,103830000.0,-15000000.0,-0.12,0.3565,0.027999999999999997,7.81,4.1,6.35,6.29,1520000.0,902750.0,73170000.0,61840000.0,0.25370000000000004,0.8098000000000001,12620000.0,6.89,0.2487,0.1728,13760000.0,0.6,0.098,0.6,0.0962,,,2019-01-25 00:00:00,2019-01-03 00:00:00,0.655307994758,2015-08-03 00:00:00
BKSC,100680000.0,70650000.0,17.04,,,5.31,2.33,3.73,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.3148,0.4353,0.0139,0.1371,18950000.0,3.45,0.081,17960000.0,,5970000.0,1.07,0.23399999999999999,29760000.0,5.4,,,,7.86,7690000.0,,-0.05,0.0703,0.027999999999999997,22.5,16.75,18.46,19.42,4310.0,1670.0,5510000.0,4200000.0,0.33840000000000003,0.1237,1080.0,0.39,0.0003,0.0002,258.0,0.6,0.032400000000000005,0.58,0.0313,3.05,0.5344,2019-01-31 00:00:00,2019-01-08 00:00:00,0.909090909091,2018-04-27 00:00:00
BKT,374490000.0,560950000.0,,,,16.43,0.93,24.61,,2018-08-31 00:00:00,2018-08-31 00:00:00,-0.2807,0.8102,0.016399999999999998,-0.0154,22790000.0,0.36,0.102,22790000.0,,-6400000.0,-0.1,-0.763,1150000.0,0.02,188890000.0,46.9,0.35,6.31,18830000.0,16620000.000000002,0.07,0.0086,0.027999999999999997,5.95,5.55,5.83,5.73,148660.0,97500.0,63800000.0,,0.0001,0.5587,,,,,,0.41,0.0698,0.33,0.0556,,,2019-01-09 00:00:00,2018-03-14 00:00:00,,
BKTI,53440000.0,40880000.0,,,,1.11,1.71,0.85,19.27,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0649,0.025,0.0174,-0.0914,48130000.0,3.55,0.124,12750000.0,2120000.0,-3120000.0,-0.23,0.083,11350000.0,0.85,,,4.18,2.34,602000.0,2830000.0,0.26,?%,0.027999999999999997,4.82,3.0,4.17,3.9,14130.0,5550.0,13360000.0,7880000.0,0.1321,0.7629,110220.0,12.06,0.0176,0.0083,114700.0,0.08,0.019,0.08,0.0201,,,2019-01-16 00:00:00,2018-12-31 00:00:00,0.8,1991-06-17 00:00:00
BKU,3630000000.0,8600000000.0,12.24,11.78,1.33,3.14,1.24,7.43,,2018-12-31 00:00:00,2018-12-31 00:00:00,0.281,0.3759,0.0104,0.1092,1160000000.0,11.15,0.127,1160000000.0,,311820000.0,2.99,-0.875,382070000.0,3.85,5370000000.0,,,29.49,,,1.24,-0.0892,0.027999999999999997,44.97,28.05,33.8,34.68,917310.0,915600.0,99140000.0,98020000.0,0.0114,0.9855,2160000.0,2.36,0.0206,0.0218,2500000.0,0.84,0.0236,0.84,0.0229,2.45,0.2809,2019-01-31 00:00:00,2019-01-11 00:00:00,,
